LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY_TYPE,HOUSE AGE,PARKING_SPACES,PARKING,BALCONY,GARDEN,DRAINAGE,DRINKING_WATER,EARTHQUAKE_RESISTANT,MODULAR_KITCHEN,LIVING_ROOM,DINING_ROOM,POWER_BACKUP,AMENITIES_COUNT
"Bhangal, Kathmandu",37500000.0,1711.25,13.0,WEST,2.5,,4.0,Bungalow,9.0,0,1,0,1,1,1,1,0,0,0,0,7
"Bhangal, Kathmandu",29500000.0,1369.0,13.0,EAST,3.0,,4.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,5
"Mandikhatar, Kathmandu",37800000.0,1711.25,13.0,EAST,2.5,6.0,4.0,House,5.0,0,1,0,0,1,1,1,0,0,0,0,7
"Pepsicola, Kathmandu",24000000.0,1095.2,20.0,EAST,2.5,6.0,3.0,House,6.0,0,1,0,0,1,0,1,0,0,0,0,6
"Kapan, Kathmandu",26500000.0,1369.0,13.0,NORTH-WEST,2.5,,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,6
"Kapan, Kathmandu",16800000.0,1060.9750000000001,13.0,SOUTH-EAST,1.0,2.0,1.0,House,20.0,0,1,0,0,1,1,0,0,0,0,1,5
"Sitapaila, Kathmandu",15000000.0,752.95,13.0,SOUTH,3.0,,3.0,House,18.0,0,0,0,0,1,1,0,0,0,0,0,3
"Mandikhatar, Kathmandu",27500000.0,1060.9750000000001,16.0,WEST,3.0,,4.0,House,6.0,0,1,0,0,1,1,1,0,0,0,0,6
Other,28000000.0,2233.81,20.0,SOUTH,3.0,4.0,4.0,House,6.0,0,1,0,0,1,1,1,1,0,0,0,8
"Gothatar, Kathmandu",22500000.0,1060.9750000000001,20.0,EAST,2.5,,4.0,House,9.0,0,1,0,0,1,1,1,0,0,0,0,6
Other,31500000.0,1369.0,14.0,WEST,3.0,,4.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,55000000.0,1026.75,13.0,SOUTH-EAST,2.5,5.0,3.0,House,33.0,0,1,0,1,1,1,0,0,0,0,1,10
"Kusunti, Lalitpur",110000000.0,3080.25,16.0,EAST,2.5,4.0,4.0,House,7.0,0,1,0,1,1,1,0,0,0,0,0,7
"Bafal, Kathmandu",36500000.0,1369.0,12.0,SOUTH-WEST,2.5,7.0,3.0,House,20.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,15000000.0,1369.0,13.0,SOUTH-EAST,1.0,2.0,1.0,House,5.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,22000000.0,364.5,20.0,EAST,3.0,12.0,4.0,House,23.0,0,0,0,0,1,1,0,0,0,1,1,11
"Budhanilkantha, Kathmandu",50000000.0,1540.125,13.0,NORTH,2.5,7.0,7.0,Bungalow,24.0,0,1,0,1,1,1,0,0,0,0,1,8
"Ganesh Chowk, Kathmandu",35000000.0,1369.0,13.0,EAST,2.5,5.0,4.0,House,6.0,0,1,0,1,1,1,0,0,0,0,0,7
"Chunikhel, Kathmandu",28000000.0,1369.0,13.0,SOUTH-WEST,2.5,5.0,4.0,House,6.0,0,1,0,0,1,1,1,0,0,0,0,6
"Baluwatar, Kathmandu",35000000.0,2053.5,25.0,WEST,2.5,5.0,3.0,House,13.0,0,1,0,1,1,1,0,0,0,0,0,6
Other,33000000.0,1369.0,20.0,NORTH,3.0,4.0,4.0,House,11.0,0,1,0,0,1,1,0,0,0,0,1,5
"Tikathali, Lalitpur",22000000.0,889.85,12.0,SOUTH-EAST,2.5,6.0,4.0,House,7.0,0,1,0,1,0,1,1,0,0,1,1,11
"Imadol, Lalitpur",28500000.0,1095.2,20.0,NORTH-EAST,2.5,7.0,4.0,House,6.0,0,1,0,0,1,1,0,0,0,0,1,6
Other,17000000.0,1403.225,16.0,EAST,1.0,2.0,1.0,House,6.0,0,1,0,1,1,1,1,0,0,0,0,7
"Budhanilkantha, Kathmandu",36000000.0,1711.25,13.0,WEST,2.5,5.0,4.0,House,6.0,0,1,0,0,1,1,1,0,0,0,0,6
"Dhapasi, Kathmandu",21000000.0,1060.9750000000001,12.0,EAST,2.5,5.0,3.0,House,12.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,23500000.0,1095.2,20.0,SOUTH,2.5,5.0,3.0,House,5.0,0,1,0,1,1,1,1,1,0,0,1,10
"Rudreshwor, Kathmandu",68000000.0,2156.1749999999997,14.0,EAST,2.5,5.0,4.0,House,5.0,0,1,0,1,1,1,0,0,0,0,1,6
Other,6800000.0,1129.425,10.0,SOUTH-EAST,1.0,2.0,1.0,House,9.0,0,0,0,0,1,1,0,0,0,0,1,4
"Nakkhu, Lalitpur",64000000.0,2738.0,15.0,EAST,3.0,8.0,6.0,House,18.0,0,1,0,1,1,1,1,0,0,0,1,9
Other,60000000.0,2395.75,14.0,EAST,2.0,5.0,4.0,House,27.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,35000000.0,2121.9500000000003,8.0,NORTH,3.5,5.0,3.0,House,7.0,0,0,0,1,0,1,0,0,0,1,1,11
Other,32500000.0,1026.75,12.0,WEST,2.5,3.0,4.0,Bungalow,8.0,0,1,0,0,1,1,0,0,0,0,1,6
"Budhanilkantha, Kathmandu",40000000.0,1026.75,15.0,NORTH,2.5,6.0,7.0,Bungalow,18.0,0,1,0,1,1,1,0,0,0,0,1,8
"Budhanilkantha, Kathmandu",105000000.0,3422.5,13.0,SOUTH,4.5,9.0,4.0,House,15.0,0,1,0,1,1,1,0,0,0,0,1,6
"Kusunti, Lalitpur",24000000.0,1095.2,13.0,SOUTH,2.5,5.0,4.0,House,12.0,0,1,0,0,1,1,0,0,0,0,1,6
"Dhapakhel, Lalitpur",19000000.0,752.95,13.0,SOUTH,3.0,6.0,4.0,House,5.0,0,1,0,0,1,1,1,1,0,0,0,8
"Sundarbasti, Kathmandu",25500000.0,1095.2,12.0,EAST,3.0,6.0,5.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,5
"Chandragiri, Kathmandu",40000000.0,5202.2,14.0,SOUTH,2.5,5.0,4.0,House,16.0,0,1,0,1,1,1,0,0,0,0,0,7
"Baluwakhani, Kathmandu",19500000.0,1095.2,13.0,EAST,2.5,5.0,3.0,House,6.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,35000000.0,1779.7,16.0,NORTH,2.5,4.0,4.0,House,5.0,0,1,0,0,1,1,0,0,0,0,0,4
"Thankot, Kathmandu",16000000.0,787.175,13.0,SOUTH-WEST,2.5,5.0,3.0,House,5.0,0,1,0,0,1,1,1,0,0,0,0,6
"Imadol, Lalitpur",27500000.0,1095.2,13.0,SOUTH,2.5,5.0,4.0,House,15.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,37500000.0,1779.7,14.0,SOUTH,3.0,5.0,4.0,Bungalow,28.0,0,1,0,0,1,1,0,0,0,0,0,4
"Khumaltar, Lalitpur",31000000.0,1403.225,13.0,SOUTH-EAST,3.5,5.0,4.0,House,5.0,0,1,0,0,1,1,0,0,0,0,1,6
Other,45000000.0,1369.0,26.0,EAST,3.5,5.0,6.0,House,19.0,0,1,0,1,1,1,0,0,0,0,1,7
Other,17000000.0,1275.0,20.0,NORTH,2.0,4.0,2.0,House,5.0,0,0,0,0,1,1,1,0,0,0,0,5
"Gongabu, Kathmandu",51500000.0,2738.0,10.0,SOUTH-WEST,2.5,5.0,3.0,House,9.0,0,1,0,1,1,1,0,0,0,0,1,8
"Budhanilkantha, Kathmandu",35000000.0,1437.45,13.0,SOUTH-WEST,2.5,4.0,4.0,Bungalow,16.0,0,1,0,0,1,1,1,0,0,0,0,6
"Budhanilkantha, Kathmandu",35000000.0,1437.45,13.0,SOUTH-WEST,2.5,4.0,4.0,House,6.0,0,1,0,0,1,1,1,0,0,0,0,6
"Budhanilkantha, Kathmandu",37500000.0,1026.75,10.0,SOUTH,2.5,5.0,3.0,House,5.0,0,1,0,1,1,1,0,0,0,0,1,6
"Ochu Height, Lalitpur",23000000.0,1026.75,13.0,WEST,2.5,4.0,4.0,House,5.0,0,1,0,1,1,0,0,0,0,0,0,6
"Mandikhatar, Kathmandu",39500000.0,1711.25,16.0,EAST,2.5,5.0,5.0,House,19.0,0,1,0,0,1,1,0,0,0,0,0,7
"Thankot, Kathmandu",21000000.0,1026.75,13.0,NORTH,2.5,4.0,4.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,5
"Imadol, Lalitpur",70000000.0,2395.75,18.0,SOUTH-WEST,4.5,14.0,6.0,House,6.0,0,1,0,0,1,1,0,0,0,0,1,5
"Bhaisepati, Lalitpur",38000000.0,1403.225,10.0,SOUTH-EAST,2.5,4.0,3.0,House,15.0,0,1,0,1,1,1,0,0,0,0,1,6
Other,31000000.0,2738.0,13.0,NORTH-EAST,1.0,2.0,1.0,House,18.0,0,1,0,1,1,1,0,0,0,0,0,6
"Imadol, Lalitpur",24000000.0,1060.9750000000001,13.0,EAST,3.0,4.0,4.0,House,21.0,0,1,0,0,1,0,0,0,0,0,0,4
Other,15000000.0,1060.9750000000001,11.0,EAST,2.5,6.0,4.0,House,13.0,0,1,0,0,1,0,0,0,0,0,0,3
"Pepsicola, Kathmandu",24000000.0,752.95,20.0,EAST,3.0,4.0,4.0,House,9.0,0,1,0,1,1,1,0,0,0,0,1,11
"Banasthali, Kathmandu",70000000.0,2121.9500000000003,20.0,EAST,2.5,5.0,5.0,Bungalow,19.0,0,1,0,1,1,1,0,0,0,0,0,5
"Imadol, Lalitpur",27500000.0,1095.2,20.0,WEST,2.5,5.0,4.0,House,15.0,0,1,0,1,1,1,0,0,0,0,1,6
"Kusunti, Lalitpur",27500000.0,1369.0,16.0,NORTH,2.5,5.0,4.0,House,6.0,0,1,0,1,1,1,0,0,0,0,1,6
Other,30000000.0,1369.0,13.0,SOUTH,2.5,3.0,3.0,House,9.0,0,0,0,1,0,0,1,0,0,1,1,11
Other,48500000.0,2053.5,13.0,WEST,2.0,4.0,4.0,Bungalow,9.0,0,1,0,1,1,1,0,0,0,0,1,7
Other,36500000.0,1711.25,13.0,NORTH,3.5,4.0,4.0,House,5.0,0,1,0,0,1,1,0,0,0,0,0,5
"Hepali Height, Kathmandu",30000000.0,1026.75,12.0,SOUTH,2.5,5.0,5.0,Bungalow,9.0,0,1,0,1,1,1,0,0,0,0,0,7
Other,37500000.0,1197.875,14.0,SOUTH-WEST,3.0,7.0,4.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,12000000.0,1026.75,16.0,NORTH,1.5,5.0,4.0,House,11.0,0,1,0,0,0,1,0,0,0,0,0,3
Other,43000000.0,1437.45,12.0,EAST,2.5,3.0,3.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,29500000.0,1369.0,13.0,NORTH-EAST,2.5,4.0,4.0,House,8.0,0,1,0,0,1,1,1,0,0,0,0,6
Other,30500000.0,1711.25,14.0,WEST,2.5,5.0,3.0,House,6.0,0,1,0,1,1,1,0,0,0,0,0,6
Other,45000000.0,1095.2,13.0,SOUTH,2.5,8.0,8.0,House,11.0,0,1,0,0,1,1,0,0,0,0,1,5
"Bhaisepati, Lalitpur",26500000.0,1095.2,16.0,NORTH-WEST,2.5,5.0,5.0,House,6.0,0,0,0,0,1,1,0,0,0,0,1,4
"Golfutar, Kathmandu",37500000.0,1369.0,13.0,EAST,2.5,4.0,3.0,House,8.0,0,1,0,1,1,1,0,0,0,0,1,6
Other,13000000.0,1471.675,20.0,NORTH-WEST,2.5,3.0,2.0,House,15.0,0,1,0,0,0,1,0,0,0,0,0,3
"Budhanilkantha, Kathmandu",36000000.0,1711.25,14.0,SOUTH-WEST,2.5,6.0,5.0,Bungalow,6.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,72500000.0,3080.25,10.0,NORTH,3.0,6.0,4.0,House,8.0,0,1,0,1,1,1,0,0,0,0,0,5
"Pasikot, Kathmandu",35000000.0,2053.5,13.0,SOUTH-EAST,2.5,5.0,4.0,House,6.0,0,1,0,1,1,1,0,0,0,0,1,7
Other,31000000.0,1369.0,13.0,EAST,2.5,7.0,5.0,House,11.0,0,1,0,1,1,1,0,0,0,0,1,6
Other,49000000.0,1403.225,20.0,WEST,2.5,5.0,4.0,House,6.0,0,1,0,1,1,1,0,0,0,0,1,6
Other,33000000.0,1437.45,16.0,NORTH-EAST,2.5,5.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,1,5
"Imadol, Lalitpur",26500000.0,1095.2,13.0,NORTH,2.5,5.0,4.0,House,15.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,55000000.0,2738.0,10.5,SOUTH-EAST,3.5,6.0,4.0,House,25.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,58500000.0,2806.45,18.0,SOUTH-EAST,3.5,13.0,4.0,House,13.0,0,1,0,1,0,1,0,1,0,0,1,11
"Imadol, Lalitpur",2200000.0,1026.75,13.0,WEST,2.5,4.0,3.0,House,6.0,0,1,0,1,1,0,0,0,0,0,1,5
"Nakkhu, Lalitpur",28000000.0,1369.0,15.0,SOUTH-WEST,2.5,4.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,1,5
"Imadol, Lalitpur",19500000.0,787.175,13.0,EAST,2.5,4.0,3.0,House,15.0,0,1,0,0,1,0,0,0,0,0,1,4
"Dhapasi, Kathmandu",10000000.0,855.625,6.0,SOUTH,1.5,3.0,2.0,House,5.0,0,1,0,0,0,1,1,0,0,0,1,5
"Bhangal, Kathmandu",31000000.0,1369.0,13.0,EAST,2.5,5.0,3.0,Bungalow,15.0,0,1,0,0,1,1,1,0,0,0,0,7
Other,75000000.0,3422.5,20.0,NORTH-EAST,2.5,6.0,6.0,House,25.0,0,1,0,1,1,1,0,0,0,0,1,7
Other,76500000.0,2738.0,22.0,SOUTH-EAST,2.5,5.0,6.0,House,13.0,0,1,0,1,1,1,0,0,0,0,1,6
"Budhanilkantha, Kathmandu",36000000.0,1711.25,14.0,SOUTH-WEST,2.5,6.0,5.0,House,18.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,35000000.0,1369.0,20.0,WEST,3.5,5.0,6.0,House,8.0,0,1,0,1,1,1,0,0,0,0,0,7
"Bhangal, Kathmandu",29500000.0,1711.25,13.0,EAST,2.5,5.0,4.0,House,8.0,0,1,0,0,1,1,1,0,0,0,0,7
"Chunikhel, Kathmandu",22000000.0,1095.2,15.0,NORTH-WEST,2.0,4.0,3.0,House,11.0,0,1,0,0,1,0,1,1,0,0,1,9
Other,17500000.0,684.5,10.0,SOUTH,2.0,4.0,2.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,5
"Rudreshwor, Kathmandu",145000000.0,4107.0,13.0,SOUTH-EAST,2.5,5.0,5.0,House,8.0,0,1,0,1,1,1,0,0,0,0,0,7
"Sanepa, Lalitpur",45000000.0,1711.25,10.0,SOUTH-EAST,2.5,5.0,4.0,House,23.0,0,1,0,1,1,1,0,0,0,0,1,8
"Dhapasi, Kathmandu",21000000.0,1026.75,13.0,EAST,2.5,5.0,2.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
"Narayanthan, Kathmandu",105000000.0,3764.75,13.0,EAST,2.5,5.0,6.0,House,6.0,0,1,0,1,1,1,0,0,0,0,0,7
Other,26500000.0,1095.2,11.0,SOUTH-WEST,2.5,5.0,3.0,House,8.0,0,1,0,0,1,0,0,0,0,0,0,4
"Sanepa, Lalitpur",65000000.0,1711.25,16.0,NORTH-EAST,2.5,6.0,5.0,Bungalow,15.0,0,1,0,0,1,0,0,0,0,0,0,3
Other,38000000.0,1369.0,12.0,SOUTH,3.5,9.0,4.0,House,5.0,0,1,0,0,1,0,0,0,0,0,0,4
Other,105000000.0,4791.5,13.0,EAST,3.5,8.0,5.0,House,25.0,0,1,0,0,1,0,0,0,0,0,0,4
"Sukedhara, Kathmandu",29500000.0,1369.0,12.0,SOUTH,2.5,7.0,3.0,House,25.0,0,1,0,0,1,1,0,0,0,0,1,5
"Hattigaunda, Kathmandu",39000000.0,1745.475,13.0,NORTH,3.5,5.0,7.0,Bungalow,9.0,0,1,0,0,1,1,0,0,0,0,1,6
"Thaiba, Lalitpur",12500000.0,1060.9750000000001,20.0,SOUTH-EAST,2.5,4.0,4.0,House,15.0,0,1,0,0,1,1,0,0,0,0,1,5
"Bhaisepati, Lalitpur",45000000.0,1711.25,18.0,NORTH-EAST,2.5,5.0,5.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,4
"Bhaisepati, Lalitpur",45000000.0,1437.45,20.0,SOUTH-EAST,2.5,4.0,5.0,House,8.0,0,0,0,1,1,1,0,0,0,0,1,5
Other,40000000.0,1711.25,13.0,WEST,3.0,6.0,5.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,5
"Golfutar, Kathmandu",37500000.0,1403.225,13.0,EAST,2.5,4.0,3.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,6
"Chunikhel, Kathmandu",20500000.0,1060.9750000000001,13.0,SOUTH-EAST,2.5,5.0,3.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
"Mandikhatar, Kathmandu",22200000.000000004,1095.2,13.0,EAST,2.5,5.0,4.0,House,5.0,0,1,0,0,1,1,1,0,0,0,0,6
"Sanagaun, Lalitpur",30500000.0,1403.225,14.5,NORTH-EAST,3.0,5.0,5.0,House,15.0,0,1,0,1,1,1,0,0,0,0,1,7
Other,27000000.0,1369.0,13.0,EAST,2.5,,4.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,8500000.0,594.0,13.0,NORTH-WEST,4.0,,4.0,House,9.0,0,0,0,0,1,0,0,0,0,0,0,2
"Budhanilkantha, Kathmandu",52000000.0,1711.25,15.0,SOUTH,2.5,6.0,6.0,Bungalow,23.0,0,0,0,0,1,1,0,0,0,0,1,4
"Budhanilkantha, Kathmandu",48000000.0,1711.25,13.0,SOUTH,2.5,4.0,6.0,Bungalow,23.0,0,1,0,1,1,1,0,0,0,0,1,6
"Budhanilkantha, Kathmandu",165000000.0,6160.5,15.0,SOUTH-EAST,2.5,5.0,6.0,House,18.0,0,1,0,1,1,1,0,1,0,0,0,8
Other,29000000.0,1129.425,18.0,SOUTH,2.5,3.0,4.0,House,10.0,0,1,0,1,1,1,0,0,0,0,0,7
"Bhaisepati, Lalitpur",38000000.0,1779.7,15.5,NORTH,2.5,5.0,5.0,House,8.0,0,1,0,0,1,0,0,0,0,0,0,4
Other,45000000.0,1369.0,26.0,EAST,4.5,6.0,5.0,Bungalow,8.0,0,0,0,0,0,0,0,0,0,1,1,11
"Bhaisepati, Lalitpur",38000000.0,1779.7,18.0,NORTH-EAST,2.5,5.0,5.0,House,10.0,0,1,0,0,1,1,0,0,0,0,1,5
"Budhanilkantha, Kathmandu",55000000.0,2806.45,13.0,NORTH-EAST,2.5,4.0,4.0,House,12.0,0,1,0,1,1,1,0,0,0,0,0,6
"Bhaisepati, Lalitpur",36000000.0,1026.75,20.0,NORTH-WEST,2.5,6.0,6.0,House,8.0,0,1,0,1,1,1,0,0,0,0,1,7
Other,42500000.0,1129.425,11.0,SOUTH-WEST,3.5,6.0,5.0,House,5.0,0,1,0,0,1,1,0,0,0,0,0,5
"Bhangal, Kathmandu",33500000.0,1711.25,13.0,SOUTH,2.5,,4.0,Bungalow,9.0,0,1,0,0,1,1,1,0,0,0,0,6
Other,26000000.0,1437.45,18.0,WEST,3.0,5.0,3.0,House,9.0,0,1,0,0,1,0,0,0,0,0,0,3
"Bhaisepati, Lalitpur",29500000.0,1095.2,20.0,SOUTH-EAST,2.5,6.0,5.0,House,5.0,0,1,0,1,1,1,0,0,0,0,1,6
"Narayanthan, Kathmandu",65000000.0,2395.75,18.0,NORTH,2.5,6.0,3.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,5
"Nakkhu, Lalitpur",38000000.0,1745.475,12.5,WEST,2.5,4.0,4.0,Bungalow,15.0,0,1,0,0,1,0,0,1,0,0,0,7
Other,45000000.0,1711.25,20.0,SOUTH-EAST,2.5,5.0,3.0,Bungalow,6.0,0,1,0,0,1,1,1,0,0,0,0,6
Other,13000000.0,1060.9750000000001,12.0,EAST,1.0,2.0,1.0,House,6.0,0,1,0,0,1,1,1,0,0,0,0,6
"Hattiban, Lalitpur",75000000.0,3490.95,15.0,SOUTH-EAST,2.5,4.0,6.0,Bungalow,5.0,0,1,0,1,1,1,0,0,0,0,1,6
"Kapan, Kathmandu",15500000.0,752.95,12.0,NORTH,2.5,4.0,4.0,House,9.0,0,0,0,0,1,1,0,0,0,0,1,4
"Banasthali, Kathmandu",70000000.0,4517.7,20.0,SOUTH-EAST,2.5,6.0,3.0,House,5.0,0,1,0,0,1,1,0,0,0,0,1,5
"Baluwakhani, Kathmandu",38000000.0,1711.25,13.0,WEST,3.0,7.0,4.0,House,9.0,0,1,0,1,1,1,1,1,0,0,0,9
"Bhangal, Kathmandu",29000000.0,1369.0,13.0,NORTH,2.5,4.0,4.0,Bungalow,5.0,0,1,0,0,1,1,0,0,0,0,0,6
"Sunakothi, Lalitpur",16000000.0,2053.5,13.0,EAST,1.0,2.0,1.0,House,6.0,0,1,0,1,1,0,0,0,0,0,0,4
Other,9500000.0,1369.0,16.0,NORTH,1.0,2.0,1.0,House,8.0,0,0,0,0,1,0,1,0,0,0,0,3
"Sunakothi, Lalitpur",12500000.0,1437.45,8.0,SOUTH-WEST,1.5,3.0,2.0,House,12.0,0,1,0,0,1,0,0,0,0,0,0,3
Other,35000000.0,1779.7,12.0,SOUTH,3.5,14.0,4.0,House,25.0,0,1,0,0,1,0,0,0,0,0,0,3
"Mandikhatar, Kathmandu",75000000.0,3080.25,15.0,WEST,2.5,6.0,4.0,House,8.0,0,1,0,1,1,1,0,0,0,0,0,5
"Golfutar, Kathmandu",80000000.0,3080.25,15.0,WEST,2.5,5.0,4.0,Bungalow,6.0,0,1,0,1,1,1,0,0,0,0,0,8
"Thankot, Kathmandu",16000000.0,1129.425,13.0,SOUTH,2.5,5.0,4.0,House,8.0,0,1,0,0,1,1,1,0,0,0,0,5
"Budhanilkantha, Kathmandu",36000000.0,1711.25,16.5,NORTH,2.5,6.0,4.0,House,12.0,0,1,0,0,1,1,1,0,0,0,0,6
"Jyotinagar, Kathmandu",22500000.0,1095.2,13.0,SOUTH,2.5,7.0,4.0,House,5.0,0,1,0,0,1,1,0,0,0,0,0,5
"Bhaisepati, Lalitpur",38000000.0,1745.475,15.0,SOUTH-EAST,2.5,4.0,3.0,Bungalow,7.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,10500000.0,1060.9750000000001,13.0,EAST,2.5,7.0,3.0,House,15.0,0,0,0,0,1,1,1,0,0,0,0,4
"Sundarbasti, Kathmandu",27500000.0,1369.0,18.0,EAST,2.5,6.0,4.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,25000000.0,1060.9750000000001,14.0,WEST,2.5,4.0,3.0,House,24.0,0,1,0,0,1,1,1,0,0,0,1,6
Other,22500000.0,1026.75,13.0,WEST,3.0,7.0,4.0,House,13.0,0,0,0,0,1,0,0,0,0,0,0,3
"Hattiban, Lalitpur",46000000.0,1129.425,15.0,SOUTH,2.5,4.0,5.0,Bungalow,7.0,0,1,0,0,1,1,0,0,0,0,1,7
Other,18500000.0,1060.9750000000001,13.0,NORTH,2.5,5.0,4.0,House,9.0,0,1,0,0,1,0,1,0,0,0,0,5
"Imadol, Lalitpur",22500000.0,1060.9750000000001,16.0,SOUTH,2.5,5.0,4.0,House,6.0,0,1,0,1,1,1,0,0,0,0,1,6
"Budhanilkantha, Kathmandu",32500000.0,1369.0,14.0,SOUTH-EAST,2.5,6.0,5.0,House,24.0,0,1,0,0,1,1,0,0,0,0,1,6
Other,25000000.0,1129.425,12.0,EAST,3.5,5.0,3.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,5
"Kalanki, Kathmandu",45000000.0,2156.1749999999997,20.0,SOUTH,3.5,8.0,5.0,House,17.0,0,1,0,1,1,1,0,0,0,0,1,8
Other,35000000.0,1437.45,13.0,WEST,2.0,5.0,5.0,House,10.0,0,1,0,0,1,1,0,0,0,0,0,6
"Bhaisepati, Lalitpur",26500000.0,1095.2,20.0,SOUTH-WEST,2.5,4.0,4.0,House,23.0,0,1,0,1,1,1,0,0,0,0,1,6
Other,23500000.0,3422.5,15.0,WEST,2.5,6.0,4.0,House,5.0,0,1,0,0,1,0,0,0,0,0,0,4
"Kapan, Kathmandu",24000000.0,1129.425,12.0,WEST,2.5,6.0,5.0,House,11.0,0,1,0,0,1,1,0,0,0,0,0,5
"Bhaisepati, Lalitpur",37000000.0,1369.0,16.0,NORTH-WEST,2.5,6.0,5.0,House,16.0,0,1,0,1,1,1,0,0,0,0,0,6
Other,42500000.0,2053.5,10.0,SOUTH,3.5,4.0,4.0,House,5.0,0,1,0,0,1,1,0,0,0,0,1,6
"Mulpani, Kathmandu",31500000.0,1369.0,20.0,NORTH,2.5,5.0,4.0,House,11.0,0,1,0,0,0,1,1,1,0,0,0,11
Other,27500000.0,1369.0,10.0,SOUTH,2.5,3.0,4.0,Bungalow,6.0,0,1,0,0,1,1,0,0,0,0,1,6
Other,47500000.0,2053.5,14.0,SOUTH,2.5,7.0,5.0,House,11.0,0,1,0,0,1,0,0,0,0,0,1,5
Other,18500000.0,1129.425,13.0,EAST,2.5,6.0,4.0,House,23.0,0,1,0,0,1,0,0,0,0,0,0,4
"Tikathali, Lalitpur",19000000.0,1026.75,13.0,WEST,2.5,,4.0,House,5.0,0,1,0,0,1,0,0,0,0,0,0,4
"Khumaltar, Lalitpur",70000000.0,2224.625,15.0,SOUTH-WEST,2.5,4.0,5.0,House,11.0,0,1,0,1,1,1,0,0,0,0,1,8
"Tikathali, Lalitpur",18500000.0,787.175,13.0,WEST,2.5,,4.0,House,9.0,0,1,0,0,1,0,0,0,0,0,0,4
Other,60000000.0,1369.0,15.0,NORTH-WEST,5.5,8.0,8.0,House,5.0,0,1,0,0,1,0,0,0,0,0,0,3
Other,35000000.0,1095.2,15.0,SOUTH-EAST,3.0,4.0,5.0,House,5.0,0,1,0,1,1,1,0,0,0,0,1,8
"Bansbari, Kathmandu",62000000.0,3490.95,15.0,EAST,2.5,5.0,5.0,House,5.0,0,1,0,1,1,1,0,0,0,0,1,6
Other,25000000.0,1369.0,12.0,UNKNOWN,2.5,4.0,3.0,House,15.0,0,1,0,0,1,0,0,0,0,0,0,3
Other,20000000.0,1711.25,10.0,NORTH-EAST,3.0,3.0,2.0,House,14.0,0,1,0,1,1,1,1,0,0,0,0,6
Other,70000000.0,3080.25,12.0,UNKNOWN,4.5,,4.0,House,9.0,0,1,0,0,1,0,0,0,0,0,0,3
Other,36000000.0,1711.25,13.0,WEST,2.5,5.0,4.0,House,6.0,0,1,0,0,0,1,1,0,0,0,0,4
Other,46500000.0,3490.95,20.0,SOUTH,2.5,6.0,5.0,House,13.0,0,1,0,1,0,0,1,0,0,1,1,11
"Budhanilkantha, Kathmandu",69000000.0,5476.0,13.0,NORTH-EAST,2.5,5.0,5.0,Bungalow,5.0,0,1,0,1,1,1,0,0,0,0,0,6
"Bhangal, Kathmandu",34000000.0,1711.25,13.0,SOUTH-WEST,2.5,3.0,5.0,Bungalow,9.0,0,1,0,1,1,1,0,0,0,0,0,5
"Mandikhatar, Kathmandu",35000000.0,1437.45,13.0,NORTH,3.5,,4.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,6
Other,65000000.0,3148.7,20.0,EAST,2.5,4.0,5.0,House,15.0,0,1,0,1,1,1,0,0,0,0,1,8
"Kapan, Kathmandu",37500000.0,1437.45,12.0,SOUTH,2.5,6.0,3.0,House,23.0,0,1,0,1,1,1,1,0,0,0,1,9
